,Corr,P
NRBP1,-0.402836706376602,5.71062790820643e-21
NRBP2,-0.481080213979289,2.21047329135567e-30
NRP1,-0.483201602158816,1.13192703660004e-30
NRP2,-0.521897863953823,2.38998800531269e-36
NT5E,-0.425249220539535,2.02346968162969e-23
NTF3,-0.412211852459313,5.67575921895915e-22
NTM,-0.54763859431856,1.50790539555329e-40
NTN4,-0.417701120223182,1.4193555554687e-22
NUAK1,-0.433735698762095,2.1335828281884e-24
NUMBL,-0.570645437281748,1.26952580132132e-44
NUPR1,0.473312049405266,2.46421636924305e-29
NXF1,-0.486165941587291,4.40791633818543e-31
NXN,-0.506973852437802,4.5044873071818e-34
NXPH3,-0.414423572457282,3.25708689221126e-22
NYNRIN,-0.527638102326809,2.97033165902147e-37
OAF,-0.476564605668138,9.04640256530747e-30
ODF2,-0.442880656961892,1.7578234936479e-25
ODF2L,-0.482370198894354,1.47223546986705e-30
OGDHL,0.417086292978947,1.65983115126607e-22
OGFRL1,-0.479663189357484,3.44756983267199e-30
OGN,-0.522011202719817,2.29446788732707e-36
OGT,-0.420819751749059,6.38473261133204e-23
OLFML1,-0.595676834979089,1.94829030455708e-49
OLFML2A,-0.551272890337825,3.5944677689469e-41
OLFML2B,-0.606739718492587,1.05751222597893e-51
OLFML3,-0.455334896443744,5.18400114009679e-27
OMD,-0.528928893387916,1.84830253866715e-37
OSBPL10,-0.413382617137988,4.23225725817564e-22
OSBPL5,-0.549356670755275,7.67239455346416e-41
OSMR,-0.457883792025455,2.47528634664425e-27
OSR1,-0.4768457474712,8.29160623794936e-30
OSR2,-0.476929103738813,8.08003969028845e-30
OVGP1,-0.434580008631339,1.6997741168408e-24
OXTR,-0.526452725868003,4.58386829135337e-37
P3H1,-0.559326538499502,1.40633225011538e-42
P3H2,-0.483113535106921,1.1639266662898e-30
PALLD,-0.563414904783853,2.62250368485799e-43
PALM,-0.4223572514318,4.29296525217233e-23
PAM,-0.404797892956555,3.54450137750249e-21
PAN3,-0.42846726990664,8.68711531623664e-24
PAPLN,-0.447303942304577,5.11299065126217e-26
PAPSS1,-0.426750021183901,1.36560980237428e-23
PARP14,-0.410119582784934,9.5619394272102e-22
PARP4,-0.421614950291661,5.201101630862e-23
PARVA,-0.410555921640669,8.57900402352204e-22
PBX2,-0.468590222134424,1.03568779005374e-28
PCBP4,-0.418135531601983,1.27051541848683e-22
PCDH18,-0.512647132421084,6.33801169756718e-35
PCDH19,-0.443719433688962,1.39277523983702e-25
PCDHB10,-0.546580010975653,2.28209692811531e-40
PCDHB12,-0.475964619698209,1.08919936000395e-29
PCDHB14,-0.502986604533849,1.74876776355821e-33
PCDHB16,-0.455450487540526,5.01377165084988e-27
PCDHB4,-0.484842094391593,6.72426757517379e-31
PCDHB7,-0.475084716608767,1.42911965389579e-29
PCDHB9,-0.430065513734552,5.68885640962849e-24
PCDHGC3,-0.538922076150986,4.37822142851889e-39
PCDHGC5,-0.445076083892608,9.54494892083597e-26
PCED1B,-0.458526258393984,2.05247484724551e-27
PCGF3,-0.494621252127445,2.84263374095993e-32
PCNX2,-0.481787121201708,1.76950769448727e-30
PCOLCE,-0.605006136747033,2.42745739851528e-51
PCSK7,-0.450715539926497,1.94821691062794e-26
PDCL,-0.415260246800317,2.63705437087911e-22
PDE3A,-0.5521126556942,2.57425330545091e-41
PDE5A,-0.417458673206396,1.509773725844e-22
PDE7A,-0.465669386949571,2.48950770889904e-28
PDGFA,-0.547788976394393,1.42153306913165e-40
PDGFRA,-0.567026996537815,5.83194655993697e-44
PDGFRB,-0.529766717853177,1.35696012637676e-37
PDLIM1,-0.547499296425528,1.5925442124282e-40
PDLIM2,-0.463723534861955,4.44455995884561e-28
PDLIM7,-0.547015303042981,1.92491565388172e-40
PDPN,-0.482535751359112,1.39723813878109e-30
PDZRN3,-0.534762078462616,2.11133427999839e-38
PEA15,-0.454465972976383,6.66026735561427e-27
PEAK1,-0.587505470391383,8.07830402135053e-48
PELI1,-0.607982694186297,5.80997460211997e-52
PGBD1,-0.488788999371739,1.8986744998855e-31
PGM2L1,-0.497666203186498,1.03942394272279e-32
PGS1,-0.413351537654137,4.265421213155e-22
PHETA2,-0.519812653776787,5.04784697903124e-36
PHF19,-0.453786246401753,8.09850893128817e-27
PHF2,-0.41857083325373,1.13684102757118e-22
PHF21A,-0.440950046517507,2.99638726611519e-25
PHIP,-0.408017972335037,1.6087088152428e-21
PHLDB1,-0.59558759973126,2.03034643871392e-49
PHLDB2,-0.449390313299388,2.83774673251146e-26
PHRF1,-0.414886135635992,2.89840010885523e-22
PHYH,0.511869165389511,8.31175331583853e-35
PI16,-0.41857272746782,1.13629080761096e-22
PIAS3,-0.478695842392319,4.66410964766796e-30
PICALM,-0.414130924798412,3.50627908893732e-22
PIGA,-0.44717851938755,5.29651702118281e-26
PIK3CD,-0.448012632480921,4.18810297988458e-26
PIP5KL1,-0.432989581912802,2.60685205666362e-24
PIWIL4,-0.518194232868138,8.98633506108364e-36
PKD1,-0.484935937311273,6.52634329493405e-31
PKD1L1,-0.427256734867408,1.19529815496208e-23
PKD2,-0.507555909075025,3.68976989574481e-34
PKN3,-0.428532194728909,8.53937667040039e-24
PLA2G4A,-0.43097937834597,4.46128096393348e-24
PLA2G5,-0.419932760049357,8.0202870895525e-23
PLAAT1,0.404180609213635,4.11999998737619e-21
PLAG1,-0.458575737891506,2.02304574754665e-27
PLAGL1,-0.502626908746953,1.97466664719996e-33
PLAGL2,-0.405847830911886,2.74221252267171e-21
PLAT,-0.497244144695733,1.19568687662728e-32
PLAU,-0.486779097229112,3.62253388921841e-31
PLAUR,-0.466611574471551,1.87780453418007e-28
PLCB3,-0.417006230741594,1.6939669890351e-22
PLCG1,-0.411286156276918,7.15224510729741e-22
PLD2,-0.476179386927628,1.01920926231638e-29
PLEC,-0.565589514824342,1.06318447113925e-43
PLEKHG1,-0.548817624718206,9.48815024592818e-41
PLEKHG2,-0.588711938686034,4.69213005314613e-48
PLEKHG5,-0.563528806758595,2.50178653224961e-43
PLEKHH3,-0.408160350754349,1.55317971126631e-21
PLEKHO2,-0.41162948231761,6.56500835324679e-22
PLK2,-0.50748328420994,3.7828530670967e-34
PLK3,-0.561845578950317,5.0105554524964e-43
PLN,-0.474708059505057,1.60494211364543e-29
PLPP7,-0.500191013516345,4.47873820988838e-33
PLPPR4,-0.545854562210557,3.02894442094733e-40
PLSCR3,-0.518913568324702,6.95696954761129e-36
PLXDC1,-0.62171765754822,6.48107442223987e-55
PLXDC2,-0.571480934635425,8.90384810392749e-45
PLXNA1,-0.568850229041658,2.71135991124946e-44
PLXNA3,-0.454892395603072,5.89012165655753e-27
PLXNB1,-0.432664879247511,2.84389463123933e-24
PLXND1,-0.618904350685938,2.68121166484522e-54
PMEPA1,-0.656488892382428,4.35583349359685e-63
PML,-0.431904196654764,3.48578984373656e-24
PMP22,-0.404574963663854,3.74256097646363e-21
PNISR,-0.435827991614367,1.21329409215894e-24
PNMA6A,0.419667106175198,8.58612730729422e-23
PNPLA2,-0.434164505582406,1.90111004984702e-24
PNRC1,-0.438401384553637,6.02708235181207e-25
PODN,-0.600314121835381,2.24293551116848e-50
PODNL1,-0.435835917109191,1.21069359916006e-24
POGLUT2,-0.562736982524929,3.47025098237007e-43
POGLUT3,-0.418048410283896,1.29907517978362e-22
POGZ,-0.423892470106703,2.88231133324754e-23
PON2,-0.487977512381557,2.46575369353923e-31
POSTN,-0.436308357067613,1.06522893604682e-24
PPEF1,-0.49963632690536,5.3919461453895e-33
PPFIA2,-0.546808538506384,2.08707700693018e-40
PPFIBP1,-0.454363776993015,6.85915263733702e-27
PPIF,0.429867074403907,5.99660322574262e-24
PPM1F,-0.419249868562932,9.55533119219777e-23
PPM1M,-0.439546074923825,4.40664912491687e-25
PPP1R12B,-0.418319920990913,1.21209744162553e-22
PPP1R13L,-0.473219577758308,2.5350339114309e-29
PPP1R15A,-0.543789879691384,6.75460553921694e-40
PPP1R18,-0.507450817061497,3.82521480571318e-34
PPP1R3B,-0.477548845033013,6.66590679904254e-30
PPP1R9B,-0.427494257665762,1.12285869747386e-23
PPP4R1,-0.478444273090757,5.04469295211673e-30
PPT2-EGFL8,-0.423737064035621,3.00120257072906e-23
PRDM1,-0.473452917215673,2.36008016517103e-29
PRDM2,-0.407574082619027,1.79470408739618e-21
PRELP,-0.599598397611388,3.13847952240738e-50
PRICKLE1,-0.535872870582939,1.3900945755848e-38
PRKD3,-0.409720551600329,1.05576343300871e-21
PROCR,-0.56549099282767,1.1077358116627e-43
PROSER2,-0.467022461113704,1.66006510254078e-28
PRPF38B,-0.419983818238075,7.91582902796267e-23
PRR15,-0.446539042006478,6.33837668704454e-26
PRR16,-0.497740128022926,1.01421575407333e-32
PRR36,-0.411470449984972,6.83085966183446e-22
PRRC2C,-0.408374993262257,1.47302149033281e-21
PRRX1,-0.609343228190234,3.00705252467083e-52
PRRX2,-0.586842242373166,1.08794575177866e-47
PRSS23,-0.519103728405666,6.50113717267923e-36
PRSS53,-0.449034516134686,3.1383717533937e-26
PTBP2,-0.4156979509281,2.36068645794602e-22
PTCH2,-0.46168071994703,8.1349352711853e-28
PTCHD4,-0.420799256803259,6.41851607320733e-23
PTGER4,-0.485426011172081,5.58271201242737e-31
PTGFRN,-0.483330564479542,1.08663265338872e-30
PTGIR,-0.56544551119974,1.12892238348839e-43
PTGIS,-0.566887888645828,6.18168859559487e-44
PTGS2,-0.546908510710607,2.00704665946474e-40
PTK7,-0.562039770891752,4.62566951878e-43
PTN,-0.414883182316116,2.90056168298628e-22
PTPDC1,-0.430062355101208,5.69363058217454e-24
PTPN12,-0.482983018508664,1.21300383155683e-30
PTPN14,-0.471442381465836,4.36257453758114e-29
PTPN5,-0.46328458205441,5.06277521964466e-28
PTPRD,-0.441048235866768,2.91644345159565e-25
PTPRE,-0.475087444339905,1.42791855238841e-29
PTPRG,-0.497709125666782,1.02471293049247e-32
PTPRK,-0.408531354492433,1.41721101160107e-21
PTPRM,-0.401449342658175,7.98694199415236e-21
PTTG1IP,-0.417243352962455,1.59482615751529e-22
PURG,-0.411645802126955,6.53831128823125e-22
PUS10,-0.412987052548165,4.67401606276559e-22
PXDN,-0.508812175727833,2.39562797078635e-34
QPCT,-0.40706543619452,2.03400767940204e-21
QSOX1,-0.418870837495156,1.05289392613173e-22
RAB2B,-0.416662068738633,1.84876913090885e-22
RAB31,-0.591359427841523,1.41289449214608e-48
RAB40A,-0.422479541843037,4.15918264273609e-23
RAD52,-0.406560024986391,2.30289530333152e-21
RAI1,-0.401616392235583,7.67138436014707e-21
RAI14,-0.528683018284503,2.02342542913063e-37
RAI2,-0.480256689349233,2.86270046951043e-30
RALGDS,-0.513429894875076,4.82148742508386e-35
RAP2B,-0.427481179801429,1.12673190692383e-23
RAPGEF5,-0.552400113889563,2.29576725999448e-41
RARA,-0.565570797895216,1.07150923112256e-43
RARG,-0.525716231974171,5.99695802327416e-37
RASA2,-0.491430742071965,8.06957618129785e-32
RASAL2,-0.583862517418567,4.10963667844036e-47
RASD2,-0.455622078673072,4.77121260781352e-27
RASGRF1,-0.423931246214261,2.85337847596553e-23
RASGRP4,-0.448413889130657,3.73991756104544e-26
RASL12,-0.409487035328526,1.11870560606874e-21
RASSF2,-0.42233410275301,4.31876325209337e-23
RBFOX2,-0.422874398649243,3.75469750730355e-23
RBM25,-0.449271753651102,2.93461698849015e-26
RBM33,-0.448055574633783,4.13770867001164e-26
RBM39,-0.403290667210905,5.11518626479742e-21
RBM44,-0.426449898715069,1.47755901485951e-23
RBM5,-0.429993217493351,5.79912654070981e-24
RBM6,-0.454714931566927,6.19930891864555e-27
RBMS1,-0.516751655948572,1.49869468850749e-35
RBMS2,-0.492693737381195,5.34619502295117e-32
RBPMS,-0.476914793242394,8.11597754950542e-30
RCN3,-0.631118413405391,5.06631539468616e-57
REC8,-0.424496374445546,2.46285136151562e-23
RECK,-0.51224221272647,7.29915396423304e-35
REL,-0.473144646416797,2.59389218083849e-29
RELT,-0.46760741168285,1.39251444658045e-28
REXO1,-0.493450129622505,4.17448550929773e-32
RFTN2,-0.496286349563644,1.64185842127759e-32
RFX1,-0.40987466283412,1.0161511762246e-21
RGL1,-0.575569201920055,1.5463689949167e-45
RGL4,-0.402945276806511,5.56228477578235e-21
RGMA,-0.506733661476297,4.89048656739286e-34
RGS12,-0.460989505590697,9.97202038531043e-28
RGS2,-0.473800616636979,2.12131084858348e-29
RHEX,-0.434980152638337,1.52583898592608e-24
RHOB,-0.454283838465821,7.0188044672266e-27
RHOJ,-0.48776442197161,2.64060487546511e-31
RHOU,-0.416778898435988,1.79471554071687e-22
RIC1,-0.412739996475021,4.97268818954654e-22
RICTOR,-0.408340967664279,1.4854505739967e-21
RIMKLB,-0.401747435188196,7.43247589067337e-21
RIN1,-0.46543057511654,2.67358015477127e-28
RIN3,-0.457639600104848,2.65765878674158e-27
RIPOR2,-0.489623903704232,1.44996886264078e-31
RMDN2,-0.417780131860984,1.39105992714669e-22
RND3,-0.456103926798726,4.15038548214585e-27
RNF103,-0.411678108012639,6.48577856376864e-22
RNF112,-0.496446018576574,1.55742680261463e-32
RNF122,-0.430939965829884,4.50836387167009e-24
RNF125,-0.474304369048587,1.81717762336804e-29
RNF152,-0.552218577673335,2.46794180718314e-41
RNF19A,-0.439899763913145,3.99928801841212e-25
RNF207,-0.449566415348125,2.6996658299689e-26
RNF217,-0.454089363418022,7.42270807379283e-27
ROBO1,-0.582477372303396,7.58741352893489e-47
ROCK2,-0.428594483551716,8.3999691447864e-24
RPGR,-0.425588105778888,1.85187248591782e-23
RRAGD,0.46631747704484,2.05077147526014e-28
RRAS,-0.403352004948135,5.03957837678717e-21
RSPO4,-0.402986431837263,5.50705213285892e-21
RTL3,-0.424370169646567,2.54520982793958e-23
RTL8C,-0.418504100076663,1.15639398939051e-22
RUNX1,-0.464101045910068,3.9730151098968e-28
RUNX1T1,-0.440916667554227,3.02405380363819e-25
RUNX2,-0.511370923910236,9.88413432588231e-35
RUSC1,-0.42273737471257,3.89045895260381e-23
S100A10,-0.416732838872249,1.81583711695218e-22
S100A3,-0.407479396125121,1.83704247249408e-21
S100PBP,-0.472550835175151,3.11071241151459e-29
S1PR1,-0.444755458649165,1.04381780870176e-25
S1PR3,-0.465505563288491,2.61437593854834e-28
SAMD14,-0.428106369820869,9.55554689450526e-24
SAMD9L,-0.403990438733544,4.31519157546207e-21
SBNO2,-0.461769611748739,7.92441604905545e-28
SCARA3,-0.493622982104448,3.94468609183578e-32
SCARA5,-0.441366075569929,2.67184126835295e-25
SCARF2,-0.597571798127701,8.08833483606226e-50
SCG2,-0.480699193125826,2.49159106177297e-30
SCGB1D2,0.405260340145897,3.16602063512179e-21
SCHIP1,-0.473339780541233,2.44336306638972e-29
SCML1,-0.425035520270754,2.13965258092423e-23
SCN2B,-0.44639284570846,6.60365353902902e-26
SCRG1,-0.418840692376597,1.06104478317745e-22
SDC3,-0.457790395248286,2.54352943191896e-27
SDC4,-0.430911951194051,4.54212867820556e-24
SDK1,-0.530104288977091,1.19780905330656e-37
SEC23A,-0.451331895791973,1.63465511943505e-26
SELE,-0.428509761402213,8.59014179772166e-24
SELP,-0.487856227651309,2.56381800669966e-31
SEMA3C,-0.55745832357369,3.00625151304148e-42
SEMA3F,-0.472771313595058,2.9079026294243e-29
SEMA4B,-0.426512082782873,1.45364308614137e-23
SEMA4C,-0.567090892128869,5.67794992726846e-44
SEMA4G,-0.42773998617524,1.05247871138958e-23
SEMA5A,-0.557395734858823,3.08349108344909e-42
SEMA6C,-0.527537479688717,3.08197283243369e-37
SEMA7A,-0.498075459996984,9.07260282410787e-33
SEPTIN11,-0.513998148340806,3.95152054847614e-35
SEPTIN5,-0.426387638997405,1.50189313775845e-23
SEPTIN8,-0.491063324980456,9.09342173393852e-32
SERP2,-0.430699032628579,4.80704285213675e-24
SERPINB8,-0.451755500565699,1.44863209501444e-26
SERPINB9,-0.55937252695268,1.38019267240409e-42
SERPINE1,-0.548937068138092,9.05221446899041e-41
SERPINE2,-0.449636599209882,2.64650459373023e-26
SERPINF1,-0.534679333971291,2.17796642470793e-38
SERPING1,-0.549985746373306,5.98495353469357e-41
SERPINH1,-0.57152469475758,8.73969584499451e-45
SESTD1,-0.416135845209549,2.11283647955183e-22
SETD5,-0.421027612864381,6.05186218471065e-23
SF3B1,-0.462614237352178,6.17455797179067e-28
SFPQ,-0.462753350047803,5.92555995372169e-28
SFRP2,-0.509216663154602,2.08380493121778e-34
SFRP4,-0.541011816007888,1.96997189969092e-39
SFSWAP,-0.432392029014894,3.05944850474305e-24
SFXN3,-0.4497787756971,2.54196278691099e-26
SFXN4,0.434604407812529,1.68862918083568e-24
SGCB,-0.404765258577036,3.57283574815346e-21
SGCE,-0.406102220430537,2.57654265646568e-21
SGMS2,-0.401835669609362,7.27576119590499e-21
SH3BP2,-0.559714980655612,1.2001177887783e-42
SH3BP4,-0.456150082592409,4.0952863329787e-27
SH3D21,-0.543638654604511,7.1617074193164e-40
SH3GL1,-0.460942953991899,1.01095399018819e-27
SH3PXD2A,-0.63258843386811,2.33685168600758e-57
SHANK3,-0.44461012490359,1.08698017762121e-25
SHC1,-0.445248249900853,9.09692710840945e-26
SHE,-0.423201447056347,3.44927572032261e-23
SHF,-0.418374637620884,1.19527798650336e-22
SHFL,-0.434754097957819,1.62181705346054e-24
SHISAL1,-0.460571471753639,1.12762739433008e-27
SHOX2,-0.469879165325607,7.0141824162946e-29
SHROOM3,-0.435409559328443,1.35871454914335e-24
SHROOM4,-0.559696324594362,1.20929803022427e-42
SIK1B,-0.40411110414343,4.19030924657381e-21
SIN3B,-0.548266026790846,1.17871005556629e-40
SINHCAF,-0.423449312359082,3.23426210395968e-23
SIPA1L2,-0.451642679356801,1.49602693577336e-26
SIRPA,-0.462868715332976,5.72661941983002e-28
SIX1,-0.4191343912069,9.84214227452023e-23
SKI,-0.542093618643163,1.30003329587938e-39
SKIL,-0.540799393039738,2.13711193764068e-39
SLC10A6,-0.422670603343471,3.9583597748853e-23
SLC17A7,-0.496344557297565,1.61056635747405e-32
SLC17A9,-0.410744486689888,8.18572403947902e-22
SLC1A7,-0.461656923721245,8.19222319376756e-28
SLC22A31,-0.42551001257959,1.89009495859503e-23
SLC22A4,-0.516785338700601,1.48094438714356e-35
SLC25A37,-0.475942333549046,1.09672897846071e-29
SLC26A10,-0.414135496869805,3.50224493544637e-22
SLC26A6,-0.443855056853767,1.3412462859798e-25
SLC27A6,-0.504300928760341,1.12048888085326e-33
SLC2A3,-0.569410998143326,2.14024890744425e-44
SLC39A10,-0.407477069903653,1.83809492843292e-21
SLC44A2,-0.403630743667561,4.70964304370871e-21
SLC45A3,-0.44226087789375,2.08686431403652e-25
SLC4A7,-0.490165210597782,1.21694294066755e-31
SLC66A3,-0.440511310797585,3.38086788961189e-25
SLC6A1,-0.403696964540992,4.63444553770649e-21
SLC6A6,-0.537848425529428,6.5849319832992e-39
SLC8B1,-0.492613139357664,5.48880192005979e-32
SLC9A5,-0.41777875225744,1.39154918235177e-22
SLC9B2,-0.413103871322629,4.53902368061856e-22
SLIT2,-0.535282219011418,1.73638343861196e-38
SMAD3,-0.432513163286926,2.96182945546991e-24
SMAD7,-0.408559617569161,1.40734795766505e-21
SMIM10,-0.425902819172513,1.70542063793159e-23
SMIM3,-0.475652608550986,1.19943092585148e-29
SMOC1,-0.40298293400402,5.51172534035816e-21
SMURF1,-0.483732757036089,9.56582309387709e-31
SMURF2,-0.511167590088992,1.06074525556354e-34
SNAI1,-0.445474342114624,8.54000242429036e-26
SNAI2,-0.619516458623367,1.97100714079735e-54
SNTA1,0.41276413556157,4.94269482373437e-22
SNX15,-0.433113741092831,2.52146414687512e-24
SNX33,-0.466128569452007,2.17008959104162e-28
SOCS3,-0.54480889369118,4.549838779393e-40
SORBS1,-0.582245052119889,8.40682050119149e-47
SORBS3,-0.424722971908222,2.32152855948549e-23
SORCS2,-0.41743665899171,1.51825983184864e-22
SOX13,-0.455097455683078,5.55180129990189e-27
SOX17,-0.410823556219863,8.02615521945465e-22
SOX4,-0.466168196099505,2.14450450379952e-28
SOX7,-0.467472548021946,1.45014031543517e-28
SP100,-0.407607837836776,1.77984458899769e-21
SP140L,-0.461264171631434,9.19747228949822e-28
SPACA6,-0.401278892236403,8.32211115327835e-21
SPARC,-0.6191049102675,2.42423641573595e-54
SPATA32,-0.422694958910829,3.93345776915372e-23
SPATA9,-0.404798914234296,3.5436182516832e-21
SPATS2L,-0.401497161587969,7.89532699092102e-21
SPOCK1,-0.417779076661869,1.39143412203569e-22
SPOCK2,-0.445515444483068,8.44243907571459e-26
SPON1,-0.484737542851967,6.95177883218301e-31
SPON2,-0.5575798806859,2.86168049600293e-42
SPRED2,-0.411291210885924,7.14323471323928e-22
SPRED3,-0.477470574659771,6.83000717853676e-30
SPRY2,-0.419670777208297,8.57804583439297e-23
SPTBN5,-0.405200800838032,3.21241793505639e-21
SRC,-0.424138495247526,2.70353274423396e-23
SRGAP2,-0.560247888154349,9.65163182617287e-43
SRGAP2B,-0.483383870813981,1.06843852249471e-30
SRGAP2C,-0.577244586609311,7.49300830311725e-46
SRPX,-0.555571781279037,6.44297441849166e-42
SRPX2,-0.499739447014968,5.20924154731819e-33
SRSF11,-0.43205854786484,3.3449098792493e-24
SRSF4,-0.426056458426438,1.63813882115254e-23
SRSF5,-0.430637652621791,4.88620599181834e-24
SSC5D,-0.553185066161829,1.67843164075702e-41
SSH1,-0.501844055095115,2.57104370804679e-33
SSH3,-0.438124999078201,6.4993001927864e-25
SSUH2,-0.451354338906851,1.62423236426838e-26
ST3GAL5,-0.405548471723945,2.95066086767928e-21
ST6GALNAC1,-0.411856467209282,6.20315649714111e-22
ST6GALNAC6,-0.434089382529753,1.93994706900557e-24
STAB1,-0.416159930656752,2.09997541080512e-22
STAG3,-0.41459285253733,3.12100789944657e-22
STARD9,-0.496822690969616,1.37489825299863e-32
STAT2,-0.480785352214775,2.42507848064204e-30
STAT4,-0.409350130022921,1.15731349888887e-21
STEAP4,-0.421839165892831,4.90845171704923e-23
STK17B,-0.444598676171867,1.09045430089853e-25
STK32B,-0.418915758399887,1.04086240543485e-22
STK38,-0.407562006298822,1.80004990835604e-21
STK38L,-0.512104321170419,7.65835560813509e-35
STOM,-0.516055508164039,1.91658276130769e-35
STON1,-0.543342808558287,8.02975810531463e-40
STRA6,-0.41468941721182,3.0459114843386e-22
STX16,-0.446391953200743,6.60530624734371e-26
SUFU,-0.542861055228247,9.67174880784873e-40
SULF1,-0.550630197710564,4.63784879424311e-41
SULF2,-0.55068195695083,4.54372141087952e-41
SUPT20H,-0.445556923777812,8.34509772200547e-26
SUPT7L,-0.425804435431779,1.74993025237515e-23
SUSD6,-0.46871073971318,9.98697809295915e-29
SVEP1,-0.487336938105676,3.02921312366204e-31
SVIL,-0.460215739562914,1.25179798958815e-27
SYDE1,-0.502294917778958,2.20869613549145e-33
SYNJ2,-0.416800137718023,1.78505767630481e-22
SYNPO,-0.578048378322309,5.285052107016e-46
SYNPO2,-0.466096862867454,2.19077826985957e-28
SYT11,-0.486352703256348,4.15235114001496e-31
SYTL2,-0.432823491114457,2.72555744701229e-24
SYTL5,-0.431449688735369,3.93555619932199e-24
SZT2,-0.43901200514181,5.10064018712486e-25
TACC1,-0.423980495720236,2.81704387708561e-23
TAGLN,-0.647064036712067,9.11855606854592e-61
TAGLN2,-0.435407862872079,1.35933783673578e-24
TANC1,-0.512959348376402,5.68350250749683e-35
TANC2,-0.413767274425835,3.84226950260782e-22
TANGO2,0.429772169680853,6.14953982281286e-24
TBC1D2B,-0.49210897730977,6.47028763396376e-32
TBX1,-0.406604210345293,2.27805282623742e-21
TBX15,-0.419350650249142,9.31177137666143e-23
TBX18,-0.543911577812588,6.44372005619512e-40
TBX19,-0.504824013381711,9.38064830843544e-34
TCERG1,-0.431569311449146,3.81190751332541e-24
TCERG1L,-0.485210807477102,5.97918838199099e-31
TCF3,-0.431921702993681,3.46952133480603e-24
TCF4,-0.45626847438085,3.95723892384679e-27
TCF7L2,-0.505694458595245,6.97450202291339e-34
TCIM,-0.577995298951799,5.40846190244969e-46
TCIRG1,-0.406518009039917,2.32676581257874e-21
TCP11L1,-0.513111704305872,5.38888176070312e-35
TCTEX1D1,-0.45180149917867,1.42973731282258e-26
TDRD10,-0.526132385737826,5.15259257295868e-37
TEAD2,-0.512084210488397,7.7121857354671e-35
TEAD3,-0.556231107333248,4.93883471588727e-42
TEK,-0.442232778913346,2.10314423095299e-25
TEN1-CDK3,-0.409561873542558,1.09814087056499e-21
TENT4A,-0.450633527606555,1.9941887428358e-26
TENT5A,-0.481004449730806,2.26375145615818e-30
TEP1,-0.485733224850096,5.06141453695828e-31
TET2,-0.445682430065486,8.05727074433883e-26
TET3,-0.532444538186765,5.02458176351277e-38
TFPI,-0.547834598854488,1.39631291636189e-40
TGFB1,-0.536621703945975,1.04784665323328e-38
TGFB1I1,-0.563365802256389,2.6763097746845e-43
TGFB3,-0.68035417189809,2.35163194889445e-69
TGFBI,-0.480491158804631,2.65972146100258e-30
TGIF1,-0.456242994081517,3.98655557365702e-27
TGM1,-0.407363969170069,1.88998900059585e-21
TGM2,-0.414628430762967,3.09312924349955e-22
THBD,-0.523562352402779,1.31093346274723e-36
THBS1,-0.586961203966351,1.03142883201798e-47
THBS2,-0.583834359251371,4.16130442623042e-47
THBS3,-0.480142680135097,2.96686294856145e-30
THEMIS2,-0.450984207197608,1.80482974387726e-26
THPO,-0.516908026522325,1.41803284298358e-35
THSD1,-0.433730898110697,2.13633824883497e-24
THY1,-0.407461473081722,1.84516679927267e-21
TIA1,-0.500118457659027,4.58886879185712e-33
TIAM1,-0.517832373477292,1.02188564878465e-35
TIE1,-0.462024218980779,7.35079282529596e-28
TIMP1,-0.413619466485284,3.98774204863544e-22
TIMP2,-0.655944332458191,5.96265851372424e-63
TIPARP,-0.408230173895988,1.52664316337268e-21
TLE2,-0.413634427298781,3.97277384169951e-22
TLE4,-0.509287382614133,2.0335749632252e-34
TLN1,-0.441873760511105,2.32253091578312e-25
TLNRD1,-0.522788046643313,1.73415982283489e-36
TM4SF1,-0.441553159309374,2.53746139531781e-25
TMC7,-0.458586749881466,2.01655307953046e-27
TMEM100,-0.532977680763646,4.11846525712868e-38
TMEM119,-0.523169187028564,1.51118450877123e-36
TMEM130,-0.458421328746134,2.1162919855554e-27
TMEM150A,-0.41152646027833,6.73603843504354e-22
TMEM158,-0.481644741848498,1.85068941697263e-30
TMEM173,-0.573721406100295,3.42180680735671e-45
TMEM200B,-0.673172147750922,2.08688250552202e-67
TMEM255A,-0.429017922329666,7.51005338928694e-24
TMEM255B,-0.452122002307649,1.30467863370299e-26
TMEM273,-0.444899075804777,1.00282995223798e-25
TMEM43,-0.456393114226301,3.81687608480753e-27
TMEM44,-0.514118268803361,3.7885773197132e-35
TMEM59L,-0.429759028741195,6.17101744976659e-24
TMEM63A,-0.513990689166523,3.96186477554141e-35
TMEM63B,-0.471112484692275,4.82341329593443e-29
TMEM71,-0.432915858312783,2.65889868114585e-24
TMOD2,-0.441140189330487,2.8434891739992e-25
TMOD3,-0.459931474087571,1.36066129319731e-27
TMSB4X,-0.47102741001603,4.94986628781648e-29
TMTC1,-0.419716468911494,8.47808539015525e-23
TMX3,-0.471353521178613,4.48223537878019e-29
TNC,-0.420443818201561,7.03327818815248e-23
TNFAIP3,-0.446985886792596,5.5911394844882e-26
TNFAIP6,-0.551849195738916,2.85878312421465e-41
TNFAIP8L3,-0.445847285490067,7.69406186632715e-26
TNFRSF10B,-0.455295833369414,5.24281068320548e-27
TNFRSF10D,-0.519471375424799,5.70212160238147e-36
TNFRSF12A,-0.401534093664525,7.82527966707065e-21
